order_item_id,order_id,product_id,quantity,unit_price,discount_percent
1887,763,33,5,184.75,15
1888,764,189,1,486.86,10
1889,765,179,3,486.0,5
1890,766,199,5,499.12,5
1891,766,173,4,369.49,20
1892,766,147,1,500.13,0
1893,767,227,3,492.22,25
1894,767,22,5,15.83,0
1895,767,222,4,146.14,30
1896,767,72,1,286.11,0
1897,768,31,4,215.67,20
1898,768,21,5,456.45,5
1899,768,148,3,288.62,10
1900,768,126,5,563.48,15
1901,769,62,4,704.91,30
1902,769,249,-4,71.97,25
1903,770,162,2,299.42,0
1904,771,141,2,524.04,0
1905,772,106,2,532.63,15
1906,772,216,2,305.17,15
1907,772,105,5,384.02,0
1908,772,1,2,274.48,25
1909,773,115,2,301.7,0
1910,774,236,4,118.19,5
1911,774,128,1,592.0,30
1912,774,130,2,626.64,20
1913,774,78,4,294.36,0
1914,775,16,3,340.19,10
1915,775,102,2,630.78,20
1916,775,71,5,281.37,30
1917,776,128,-3,523.52,0
1918,776,86,2,88.17,20
1919,776,102,2,711.05,0
1920,777,170,3,384.25,15
1921,777,58,5,161.46,0
1922,777,119,3,546.28,0
1923,777,59,4,507.54,0
1924,778,120,4,298.68,0
1925,778,143,5,253.27,0
1926,778,205,2,417.68,20
1927,779,50,4,595.23,10
1928,779,137,4,209.08,30
1929,780,230,2,195.26,0
1930,780,193,1,112.57,5
1931,781,2,5,395.14,5
1932,782,53,1,602.99,5
1933,783,175,5,292.19,30
1934,783,72,1,326.71,25
1935,784,69,4,632.47,30
1936,785,193,1,128.09,20
1937,785,99,4,646.31,15
1938,785,187,2,521.35,25
1939,786,119,2,519.94,0
1940,786,183,4,454.73,20
1941,787,158,2,637.96,30
1942,787,206,2,111.43,25
1943,787,174,2,73.22,0
1944,788,61,5,107.01,20
1945,789,200,1,169.96,0
1946,789,112,5,814.58,0
1947,789,118,3,10.06,25
1948,790,213,5,485.43,0
1949,790,92,1,54.43,0
1950,790,86,2,69.69,20
1951,791,84,4,512.85,25
1952,792,59,3,564.4,10
1953,792,143,3,295.03,10
1954,792,112,3,786.76,25
1955,792,126,1,564.57,0
1956,793,189,4,498.99,20
1957,793,57,2,386.8,20
1958,794,53,2,597.88,5
1959,794,130,5,676.49,0
1960,794,101,1,459.04,0
1961,794,78,4,295.28,0
1962,795,250,2,441.04,10
1963,795,115,5,408.86,5
1964,796,158,3,683.95,20
1965,796,202,1,255.07,25
1966,796,107,3,607.68,30
1967,797,90,2,756.78,20
1968,797,148,3,333.0,5
1969,797,248,4,337.78,0
1970,798,34,-5,519.32,15
1971,798,89,1,680.63,25
1972,798,229,4,565.28,30
1973,799,114,3,543.03,20
1974,799,159,1,421.89,15
1975,800,12,5,549.37,20
1976,800,206,2,112.99,5
1977,801,92,4,44.98,0
1978,801,48,3,709.5,5
1979,802,2,1,391.71,10
1980,803,98,3,188.93,0
1981,803,104,3,472.79,0
1982,803,226,1,454.47,0
1983,804,194,5,581.58,20
1984,805,142,5,250.64,0
1985,805,232,1,597.41,10
1986,805,134,2,588.41,0
1987,806,183,-4,575.47,5
1988,806,81,1,624.87,15
1989,806,124,-5,55.62,0
1990,806,220,3,525.63,0
1991,807,234,1,155.15,0
1992,808,49,3,167.11,15
1993,809,172,5,393.49,20
1994,810,129,4,472.29,0
1995,811,157,5,838.03,0
1996,811,243,5,829.19,15
1997,811,236,1,126.82,0
1998,812,54,1,668.33,10
1999,812,42,1,297.05,10
2000,813,242,2,220.49,0
2001,814,127,5,270.04,0
2002,814,66,4,456.02,0
2003,814,230,2,206.53,0
2004,814,167,1,243.05,15
2005,815,82,1,408.81,0
2006,815,13,1,486.61,0
2007,815,34,2,594.54,5
2008,815,47,5,505.44,30
2009,816,16,2,289.71,10
2010,816,88,5,316.57,30
2011,817,217,5,243.22,0
2012,818,221,3,640.22,15
2013,818,17,1,130.94,20
2014,818,32,3,142.22,30
2015,818,65,4,543.38,30
2016,819,233,1,386.38,30
2017,819,70,3,522.76,15
2018,819,104,3,420.89,30
2019,819,212,4,530.49,20
2020,820,176,5,80.93,15
2021,820,11,2,632.78,10
2022,821,171,1,403.5,15
2023,821,221,4,753.11,0
2024,822,173,5,402.47,20
2025,822,155,5,208.7,5
2026,823,241,3,672.83,30
2027,823,103,3,124.15,20
2028,823,82,1,423.92,20
2029,823,207,4,420.22,20
2030,824,112,2,568.51,30
2031,824,207,5,505.3,20
2032,824,12,3,464.81,25
2033,824,211,1,106.38,15
2034,825,244,1,365.22,0
2035,825,71,2,293.42,15
2036,825,100,1,573.83,30
2037,825,80,1,421.26,0
2038,826,87,1,586.48,5
2039,827,49,5,155.96,20
2040,828,74,2,7.19,0
2041,828,22,5,19.5,10
2042,829,186,3,75.47,0
2043,829,8,5,80.43,25
2044,830,178,2,566.92,25
2045,830,124,5,65.73,10
2046,830,39,1,471.03,30
2047,831,56,5,68.95,30
2048,832,168,1,398.86,20
2049,833,42,3,298.22,30
2050,833,194,2,729.15,15
2051,833,116,3,71.23,20
2052,834,129,5,489.68,25
2053,834,39,3,519.99,0
2054,834,52,1,328.95,30
2055,835,142,1,182.03,10
2056,835,59,5,555.15,25
2057,836,113,4,353.52,20
2058,836,137,5,151.18,10
2059,836,179,4,470.49,0
2060,837,81,2,501.77,20
2061,837,155,3,219.11,0
2062,837,25,1,139.86,10
2063,837,241,3,490.42,0
2064,838,21,3,350.25,20
2065,838,91,3,712.43,5
2066,838,153,4,168.06,0
2067,838,93,2,35.14,25
2068,839,216,1,362.24,0
2069,839,203,2,681.75,25
2070,839,183,3,538.93,20
2071,839,188,5,350.08,25
2072,840,243,2,759.76,0
2073,841,56,2,67.96,25
2074,841,150,2,234.68,0
2075,841,59,3,624.03,0
2076,842,4,2,202.29,10
2077,842,225,5,209.34,20
2078,842,80,4,398.52,25
2079,842,104,3,499.03,0
2080,843,97,2,502.14,30
2081,843,31,2,297.68,30
2082,843,149,2,148.15,30
2083,843,246,4,15.01,10
2084,844,110,2,203.14,5
2085,844,233,3,422.62,20
2086,845,231,4,635.43,10
2087,846,25,3,114.85,10
2088,846,88,3,306.96,30
2089,847,221,3,703.23,10
2090,847,8,2,82.31,0
2091,847,182,5,535.31,5
2092,848,161,1,526.24,20
2093,848,149,3,123.04,30
2094,848,182,3,628.98,5
2095,849,236,4,91.66,20
2096,849,128,4,460.24,30
2097,850,94,3,248.7,20
2098,850,214,1,338.43,0
2099,850,57,-5,400.0,30
2100,850,205,4,406.98,0
2101,851,174,4,77.04,0
2102,852,21,1,342.04,30
2103,853,73,2,204.58,10
2104,853,41,3,204.38,0
2105,853,222,4,133.34,20
2106,854,212,-5,612.25,0
2107,854,232,5,561.73,0
2108,854,157,4,835.39,5
2109,855,10,4,465.08,0
2110,855,118,3,9.87,0
2111,856,146,2,348.06,15
2112,856,121,3,183.62,25
2113,856,41,4,205.13,0
2114,856,86,5,73.61,25
2115,857,161,-4,501.03,20
2116,857,105,5,417.47,30
2117,858,9,5,193.12,25
2118,859,129,4,461.7,10
2119,859,243,2,755.92,20
2120,859,227,2,528.3,0
2121,860,169,3,36.39,10
2122,860,133,4,624.3,10
2123,860,163,4,565.57,15
2124,860,161,2,501.16,25
2125,861,166,2,357.19,15
2126,861,127,1,247.93,10
2127,861,192,4,370.88,5
2128,862,86,2,91.76,15
2129,862,222,4,143.89,15
2130,862,56,5,60.83,20
2131,863,185,2,422.09,20
2132,863,190,3,92.59,0
2133,864,54,3,488.37,0
2134,864,99,3,564.41,15
2135,864,206,2,118.61,30
2136,864,137,5,174.16,5
2137,865,120,4,283.92,20
2138,865,191,2,257.76,0
2139,865,51,5,544.8,10
2140,865,153,1,129.04,10
2141,866,14,1,68.27,25
2142,867,206,5,109.74,20
2143,867,133,4,577.8,25
2144,867,51,1,578.31,10
2145,867,228,3,96.04,25
2146,868,219,3,95.4,0
2147,868,48,1,694.48,30
2148,869,194,4,642.06,30
2149,869,31,5,305.57,20
2150,869,221,1,557.5,25
2151,869,94,5,251.63,10
2152,870,180,2,194.12,5
2153,871,3,5,89.49,0
2154,871,17,4,168.7,15
2155,871,8,3,80.75,0
2156,871,136,5,490.37,10
2157,872,132,1,611.3,30
2158,872,90,4,677.34,15
2159,872,177,3,651.91,0
2160,873,158,1,581.73,30
2161,874,203,4,689.52,10
2162,874,243,4,583.77,15
2163,875,243,3,633.78,30
2164,875,147,5,484.67,5
2165,875,249,4,69.27,15
2166,876,40,5,200.29,0
2167,876,41,1,163.52,20
2168,876,57,5,291.42,0
2169,877,218,3,290.73,0
2170,877,8,5,69.91,15
2171,877,204,2,104.58,5
2172,878,31,5,222.93,0
2173,879,2,2,314.16,30
2174,879,10,4,496.4,0
2175,879,15,1,431.77,0
2176,880,233,3,544.18,25
2177,881,114,4,658.41,5
2178,881,135,2,499.92,15
2179,881,84,1,487.61,0
2180,882,38,2,614.11,0
2181,882,71,5,383.99,0
2182,882,48,3,722.22,20
2183,882,201,1,337.0,15
2184,883,14,1,69.69,15
2185,883,68,4,743.13,15
2186,884,132,5,525.94,15
2187,884,131,3,535.62,10
2188,884,235,4,311.88,20
2189,885,89,5,649.25,5
2190,885,86,1,79.99,30
2191,885,35,4,450.05,15
2192,886,161,4,445.41,0
2193,886,226,2,591.14,25
2194,886,74,2,7.39,25
2195,886,5,3,647.89,15
2196,887,141,5,499.89,20
2197,887,68,1,792.0,0
2198,887,145,4,535.68,25
2199,888,94,3,250.46,0
2200,888,111,5,420.14,0
2201,888,32,2,164.53,25
2202,889,207,3,354.38,0
2203,889,52,4,321.79,0
2204,890,246,5,13.99,10
2205,890,160,3,726.87,0
2206,890,109,2,374.71,25
2207,891,107,5,665.02,15
2208,891,78,5,346.23,30
2209,891,184,2,498.27,0
2210,891,85,5,339.93,0
2211,892,150,4,182.63,0
2212,892,158,2,776.16,20
2213,892,148,5,347.13,30
2214,892,174,1,55.47,15
2215,893,153,1,124.93,5
2216,893,42,1,241.3,5
2217,894,182,5,587.85,25
2218,894,48,2,731.99,25
2219,895,144,2,85.02,10
2220,896,134,4,474.71,20
2221,896,192,2,423.44,30
2222,896,132,2,555.79,20
2223,896,124,4,57.78,0
2224,897,197,2,457.39,20
2225,897,114,3,619.57,30
2226,898,70,2,562.55,30
2227,898,23,3,405.53,5
2228,898,146,3,354.94,15
2229,899,104,2,483.54,10
2230,899,40,5,217.09,30
2231,899,207,5,408.03,20
2232,899,207,1,432.82,30
2233,900,148,2,326.67,0
2234,900,144,2,83.63,5
2235,901,125,3,804.22,20
2236,901,17,4,134.78,10
2237,902,127,1,285.84,15
2238,902,99,3,683.49,25
2239,902,167,3,307.36,25
2240,903,14,3,68.5,0
2241,904,167,3,264.29,10
2242,904,107,2,772.77,15
2243,904,66,3,531.62,10
2244,904,46,3,39.7,30
2245,905,117,3,687.11,5
2246,905,162,5,359.03,15
2247,905,169,3,30.35,0
2248,906,226,3,622.62,0
2249,906,49,2,167.06,30
2250,906,122,4,458.55,5
2251,907,172,1,362.45,0
2252,907,141,4,369.92,30
2253,907,20,4,508.04,15
2254,907,155,3,208.29,10
2255,908,93,1,41.31,0
2256,908,181,5,431.26,0
2257,908,206,3,99.2,30
2258,908,12,1,505.76,25
2259,909,32,4,131.33,0
2260,909,36,5,567.07,10
2261,909,240,4,338.4,25
2262,910,12,1,499.48,25
2263,910,205,4,369.65,15
2264,911,45,4,504.79,20
2265,912,131,2,421.1,15
2266,912,39,2,543.89,5
2267,912,229,1,607.04,15
2268,913,228,4,122.46,0
2269,914,82,1,404.21,0
2270,915,218,5,233.72,0
2271,916,205,5,495.18,5
2272,916,222,5,115.95,15
2273,916,223,3,371.38,0
2274,917,49,1,123.05,5
2275,917,70,3,469.25,30
2276,917,161,3,522.52,0
2277,918,78,1,239.68,10
2278,919,200,1,189.19,5
2279,920,186,4,80.44,5
2280,920,124,3,68.7,5
2281,920,223,5,265.59,10
2282,921,60,4,510.72,0
2283,921,119,3,398.92,0
2284,921,88,5,329.2,5
2285,922,24,5,483.2,30
2286,922,97,3,441.59,0
2287,922,190,5,82.03,0
2288,922,176,3,72.56,0
2289,923,64,1,495.75,5
2290,923,97,-4,387.75,10
2291,924,99,3,597.98,15
2292,925,147,3,367.99,25
2293,925,98,1,223.01,20
2294,925,4,3,218.12,0
2295,926,106,2,395.58,20
2296,926,210,1,698.71,30
2297,927,190,5,77.65,5
2298,928,151,5,222.78,0
2299,929,168,1,488.28,0
2300,930,171,1,334.07,30
2301,930,211,4,98.73,0
2302,930,151,4,207.21,0
2303,930,86,5,77.39,10
2304,931,116,3,52.78,15
2305,931,205,1,453.95,0
2306,931,91,1,753.87,15
2307,931,220,5,670.69,25
2308,932,91,4,538.01,20
2309,932,69,5,738.85,25
2310,933,142,1,191.51,25
2311,934,242,4,219.63,5
2312,934,158,3,847.61,10
2313,934,61,5,117.28,25
2314,934,46,1,45.7,5
2315,935,229,5,553.31,20
2316,935,29,5,403.29,5
2317,935,62,2,756.07,5
2318,935,123,1,197.05,20
2319,936,96,3,204.2,0
2320,936,44,5,542.9,30
2321,936,65,1,597.58,30
2322,936,152,5,312.53,15
2323,937,147,2,496.79,5
2324,937,166,4,431.57,0
2325,938,176,4,84.12,0
2326,938,248,4,375.36,0
2327,938,53,2,455.95,5
2328,939,53,5,516.53,0
2329,939,85,1,316.4,0
2330,939,118,5,9.76,0
2331,940,98,3,201.72,15
2332,940,48,3,725.05,0
2333,941,228,4,116.94,30
2334,941,84,5,439.62,5
2335,941,149,3,138.42,0
2336,941,184,3,502.32,25
2337,942,67,3,287.62,0
2338,942,246,5,11.84,30
2339,942,164,5,113.23,0
2340,942,40,5,228.33,25
2341,943,54,5,600.83,0
2342,943,84,1,592.24,10
2343,943,102,1,559.05,20
2344,944,99,3,556.51,10
2345,944,42,2,200.92,5
2346,945,204,2,87.94,5
2347,945,2,1,386.9,5
2348,945,59,4,494.76,15
2349,946,121,1,234.38,5
2350,946,135,1,484.98,15
2351,946,49,1,134.07,0
2352,947,234,3,141.8,25
2353,948,99,5,639.76,10
2354,949,136,3,607.55,5
2355,950,112,1,677.29,15
2356,950,153,1,168.33,20
2357,951,142,5,190.24,15
2358,951,141,1,383.1,0
2359,951,78,2,300.37,0
2360,952,167,5,248.89,10
2361,953,29,1,357.42,30
2362,953,178,5,527.2,0
2363,953,44,-2,637.8,0
2364,954,28,1,570.65,30
2365,955,112,5,741.34,30
2366,955,94,5,254.15,30
2367,955,48,5,739.5,20
2368,956,244,1,446.51,10
2369,956,178,1,514.72,15
2370,956,39,5,610.92,0
2371,957,133,2,591.15,15
2372,958,228,3,122.65,10
2373,958,250,2,310.45,10
2374,959,123,2,218.39,0
2375,959,36,3,622.03,30
2376,959,205,4,361.21,0
2377,959,35,2,442.46,30
2378,960,182,4,635.05,30
2379,960,230,4,200.77,0
2380,960,167,3,254.88,0
2381,960,214,1,270.53,15
2382,961,177,5,650.65,25
2383,962,73,2,262.19,0
2384,962,75,4,607.81,30
2385,963,152,4,238.45,5
2386,963,82,2,443.1,0
2387,964,204,5,107.76,20
2388,964,249,2,70.46,25
2389,965,133,1,516.24,5
2390,965,235,2,328.49,15
2391,965,19,4,280.93,0
2392,965,167,2,238.87,25
2393,966,2,1,437.38,15
2394,966,143,3,293.73,20
2395,966,89,5,572.8,20
2396,967,61,1,125.88,15
2397,968,142,3,204.88,0
2398,968,95,3,146.27,5
2399,968,191,1,294.45,0
2400,969,169,1,40.36,0
2401,969,106,3,487.7,5
2402,970,59,3,522.08,0
2403,970,86,3,87.19,5
2404,970,236,2,126.55,0
2405,970,180,5,176.41,25
2406,971,182,2,582.97,30
2407,972,113,5,304.32,5
2408,973,173,3,356.12,0
2409,973,42,3,244.85,20
2410,973,220,2,572.31,10
2411,974,62,1,844.23,30
2412,974,42,1,298.28,15
2413,975,173,1,412.59,30
2414,975,206,4,87.45,15
2415,975,174,1,55.83,30
2416,976,181,5,445.63,0
2417,977,249,4,63.91,25
2418,977,165,2,133.39,0
2419,977,156,1,664.36,0
2420,978,49,4,151.67,5
2421,978,34,4,436.95,0
2422,978,76,1,405.4,10
2423,979,61,3,115.48,25
2424,980,13,2,467.58,0
2425,980,153,4,177.94,25
2426,981,126,1,605.46,30
2427,982,184,4,620.46,25
2428,982,235,1,317.05,25
2429,982,20,2,395.19,0
2430,982,147,4,371.43,0
2431,983,58,3,146.86,10
2432,983,190,5,91.73,0
2433,983,203,2,635.94,30
2434,983,176,5,62.77,10
2435,984,64,1,479.13,25
2436,985,159,5,417.78,30
2437,985,62,2,751.39,10
2438,985,154,2,623.93,25
2439,986,65,4,489.4,15
2440,986,230,2,172.11,25
2441,986,20,2,513.8,10
2442,987,92,3,53.6,5
2443,987,69,1,585.69,30
2444,987,174,4,66.13,30
2445,988,165,2,129.72,0
2446,988,9,4,180.74,0
2447,989,197,3,469.64,0
2448,990,76,4,342.53,25
2449,990,4,3,255.54,0
2450,991,142,4,218.19,20
2451,991,70,4,463.28,10
2452,991,243,1,830.01,30
2453,992,30,1,267.52,25
2454,993,63,4,89.79,10
2455,993,58,1,200.66,0
2456,994,169,5,36.38,25
2457,994,66,1,466.76,0
2458,994,246,1,13.18,25
2459,994,225,5,209.56,10
2460,995,73,3,231.16,0
2461,995,240,1,412.03,20
2462,996,63,1,88.91,15
2463,996,209,5,368.06,0
2464,996,153,4,125.08,5
2465,997,70,2,473.82,20
2466,997,121,3,200.41,0
2467,997,225,2,202.58,0
2468,997,67,1,231.35,0
2469,998,98,1,156.58,20
2470,999,14,3,66.07,0
2471,999,173,2,336.61,20
2472,1000,168,2,590.99,15
2473,1000,144,2,76.07,20
2474,1000,214,3,293.78,10
2475,1000,37,1,583.33,15
2476,1001,196,3,348.81,0
2477,1001,33,5,187.28,30
2478,1001,218,3,256.18,0
2479,1001,35,5,370.79,5
2480,1002,178,3,430.27,0
2481,1003,87,4,428.96,25
2482,1004,150,4,219.83,15
2483,1005,234,2,139.26,25
2484,1005,124,3,57.14,10
2485,1005,63,4,84.67,0
2486,1006,99,5,653.42,20
2487,1007,33,4,203.83,15
2488,1007,128,2,520.57,30
2489,1007,167,-4,312.36,0
2490,1007,6,-3,625.79,0
2491,1008,208,2,630.53,0
2492,1008,112,5,583.39,5
2493,1008,162,4,382.56,0
2494,1009,93,1,42.11,10
2495,1009,176,1,74.01,15
2496,1010,192,5,393.83,30
2497,1010,67,2,323.33,15
2498,1011,110,4,187.81,10
2499,1011,186,3,80.96,15
2500,1012,216,5,340.24,0
2501,1012,50,4,759.54,10
2502,1012,221,2,668.15,0
2503,1013,218,3,210.38,0
2504,1013,248,2,333.98,0
2505,1014,182,3,538.34,10
2506,1014,100,3,473.55,0
2507,1014,60,1,521.93,15
2508,1015,182,2,760.81,0
2509,1015,199,3,615.23,0
2510,1016,114,4,663.99,10
2511,1016,160,3,542.12,5
2512,1017,50,2,761.15,30
2513,1017,156,5,624.16,15
2514,1017,4,1,188.88,0
2515,1017,50,3,806.46,30
2516,1018,249,3,73.61,25
2517,1018,232,2,533.49,0
2518,1018,2,5,397.8,30
2519,1018,8,5,76.36,0
2520,1019,216,4,309.28,5
2521,1019,34,2,542.39,10
2522,1020,133,2,597.6,25
2523,1020,96,1,238.45,20
2524,1020,5,1,519.74,0
2525,1021,22,1,19.42,10
2526,1021,63,3,108.07,0
2527,1021,54,3,493.12,30
2528,1021,243,4,658.91,0
2529,1022,4,5,249.05,0
2530,1022,222,5,97.97,0
2531,1023,44,3,781.26,5
2532,1024,114,5,600.31,15
2533,1025,84,5,510.28,0
2534,1025,148,3,323.33,10
2535,1025,233,2,448.05,10
2536,1025,33,5,168.37,15
2537,1026,74,2,7.47,5
2538,1027,196,1,334.74,10
2539,1027,38,4,452.29,5
2540,1027,155,5,287.18,0
2541,1028,115,1,332.63,30
2542,1028,178,5,471.85,15
2543,1028,115,1,334.74,0
2544,1028,166,4,493.14,0
2545,1029,244,4,358.29,25
2546,1029,229,4,568.74,0
2547,1029,72,1,355.4,10
2548,1030,238,2,77.91,25
2549,1030,70,3,526.12,5
2550,1031,206,4,108.69,0
2551,1032,194,2,532.83,0
2552,1032,54,4,704.24,15
2553,1033,48,2,751.96,0
2554,1033,200,5,191.26,15
2555,1033,30,2,225.77,0
2556,1033,100,1,482.53,0
2557,1034,235,5,333.1,0
2558,1034,53,3,446.42,5
2559,1034,104,2,489.28,30
2560,1035,158,5,836.47,25
2561,1035,206,1,105.75,0
2562,1035,7,4,388.03,10
2563,1036,224,1,684.48,0
2564,1036,170,3,323.87,10
2565,1037,22,4,17.99,25
2566,1037,224,3,582.08,25
2567,1037,214,3,244.62,15
2568,1037,112,5,687.77,30
2569,1038,18,4,488.0,5
2570,1038,65,5,508.13,25
2571,1038,54,5,643.63,0
2572,1039,148,5,337.01,0
2573,1039,145,1,637.41,0
2574,1040,170,3,350.93,30
2575,1040,200,4,192.05,25
2576,1041,29,4,427.81,20
2577,1041,76,5,330.15,5
2578,1041,229,3,515.15,20
2579,1042,193,3,122.82,20
2580,1042,221,4,565.86,15
2581,1042,129,3,518.51,0
2582,1042,80,3,377.41,0
2583,1043,74,5,6.95,30
2584,1044,37,3,596.6,0
2585,1044,111,5,356.65,0
2586,1044,156,5,560.14,5
2587,1044,111,3,478.24,20
2588,1045,79,4,474.97,0
2589,1045,205,3,507.75,5
2590,1046,146,2,382.63,0
2591,1046,28,5,680.47,0
2592,1047,129,3,491.45,15
2593,1047,179,2,380.94,0
2594,1047,71,5,295.25,10
2595,1048,82,4,340.27,30
2596,1048,129,1,476.79,15
2597,1049,245,5,694.33,5
2598,1049,53,5,617.23,15
2599,1049,191,3,321.0,30
2600,1049,84,4,641.92,0
2601,1050,199,4,655.25,20
2602,1051,163,2,616.87,20
2603,1051,176,3,90.75,30
2604,1051,215,5,311.9,20
2605,1052,24,1,554.93,25
2606,1053,174,5,76.36,0
2607,1054,139,4,695.79,0
2608,1054,221,1,704.07,10
2609,1055,44,3,747.29,0
2610,1055,25,4,125.86,5
2611,1055,174,5,64.47,5
2612,1055,99,2,541.46,0
2613,1056,61,4,101.51,30
2614,1057,173,2,331.42,10
2615,1058,193,1,128.65,15
2616,1058,245,2,786.39,5
2617,1059,219,5,105.3,25
2618,1060,70,2,432.01,0
2619,1060,25,2,140.52,15
2620,1060,62,2,829.6,25
2621,1061,126,3,620.33,20
2622,1061,33,4,168.27,15
2623,1062,74,1,6.66,20
2624,1063,87,2,611.57,0
2625,1064,119,2,537.22,15
2626,1064,165,3,100.22,5
2627,1065,112,5,610.9,30
2628,1066,130,3,601.7,25
2629,1066,181,5,570.59,0
2630,1066,155,2,286.65,0
2631,1067,38,3,641.35,15
2632,1068,243,2,641.27,0
2633,1069,46,4,39.53,15
2634,1069,12,3,438.33,5
2635,1070,101,3,519.01,0
2636,1070,145,4,642.65,10
2637,1071,162,2,286.78,25
2638,1072,82,5,354.11,30
2639,1072,236,5,106.53,25
2640,1073,49,3,145.72,0
2641,1073,12,4,634.25,0
2642,1074,166,4,518.8,10
2643,1074,142,4,216.9,10
2644,1074,168,3,401.3,20
2645,1074,57,3,314.85,15
2646,1075,220,3,656.12,0
2647,1075,192,2,354.22,25
2648,1075,53,1,508.58,30
2649,1075,202,4,247.19,20
2650,1076,234,3,168.56,0
2651,1076,238,2,71.09,25
2652,1076,40,4,180.37,30
2653,1077,23,2,353.25,0
2654,1077,188,3,313.41,15
2655,1078,117,2,668.33,20
2656,1078,18,4,490.3,0
2657,1079,12,2,556.73,0
2658,1079,144,1,71.94,5
2659,1079,194,2,558.41,0
2660,1079,95,3,115.13,0
2661,1080,118,5,12.69,5
2662,1081,138,3,542.33,20
2663,1081,160,4,496.46,10
2664,1081,111,4,511.8,30
2665,1081,238,1,72.27,10
2666,1082,130,3,595.59,0
2667,1082,86,3,82.25,20
2668,1082,123,4,215.24,0
2669,1082,234,3,181.5,0
2670,1083,184,4,687.08,0
2671,1083,15,3,511.84,5
2672,1083,175,3,308.31,20
2673,1084,12,3,514.8,20
2674,1085,97,4,486.5,30
2675,1086,242,2,219.59,10
2676,1086,66,2,518.58,15
2677,1086,246,3,14.36,0
2678,1086,77,5,95.89,5
2679,1087,223,2,271.87,0
2680,1087,190,4,80.33,0
2681,1088,127,5,338.87,5
2682,1088,157,1,725.21,0
2683,1089,20,1,442.85,15
2684,1090,161,5,384.16,0
2685,1091,63,4,117.13,5
2686,1091,75,5,583.1,0
2687,1092,47,5,488.01,20
2688,1093,214,5,257.57,0
2689,1094,26,4,197.13,15
2690,1094,148,-1,316.8,0
2691,1095,244,3,421.88,5
2692,1096,241,3,540.31,10
2693,1096,201,4,382.09,0
2694,1097,78,1,282.15,0
2695,1097,177,1,621.26,0
2696,1097,48,3,731.1,5
2697,1097,188,1,376.13,30
2698,1098,73,5,246.15,0
2699,1098,43,-1,90.43,5
2700,1099,140,3,372.35,25
2701,1100,38,1,570.3,0
2702,1100,26,5,180.37,10
2703,1100,245,2,832.14,20
2704,1101,26,1,203.51,30
2705,1102,237,5,320.5,0
2706,1102,2,1,338.63,30
2707,1102,66,4,494.27,0
2708,1102,11,3,665.27,15
2709,1103,73,1,275.97,5
2710,1104,200,-3,169.43,15
2711,1104,1,5,245.23,30
2712,1104,238,1,67.02,25
2713,1105,116,1,62.55,30
2714,1105,59,4,651.26,10
2715,1105,87,2,620.54,0
2716,1105,232,2,489.78,25
2717,1106,141,1,386.09,30
2718,1106,34,1,417.52,0
2719,1107,66,2,363.91,30
2720,1107,227,1,554.07,0
2721,1108,81,4,469.18,10
2722,1108,122,1,443.19,20
2723,1108,91,4,773.29,30
2724,1108,244,1,376.03,10
2725,1109,189,1,472.95,10
2726,1109,21,5,452.17,30
2727,1109,16,1,347.52,10
2728,1109,86,4,86.06,20
2729,1110,231,3,547.86,20
2730,1110,25,5,130.76,0
2731,1110,79,4,458.5,25
2732,1110,11,2,541.65,150
2733,1111,79,2,482.3,0
2734,1111,49,1,156.51,15
2735,1112,137,5,161.08,5
2736,1112,129,4,485.06,5
2737,1113,180,1,175.4,10
2738,1113,209,5,405.44,20
2739,1113,156,3,722.68,10
2740,1114,35,2,452.3,5
2741,1114,195,3,692.05,5
2742,1114,142,4,245.65,20
2743,1115,122,2,355.72,10
2744,1115,241,2,563.02,0
2745,1116,63,1,94.5,0
2746,1116,102,3,732.36,15
2747,1117,55,5,461.67,0
2748,1117,50,1,658.88,10
2749,1117,205,3,481.16,10
2750,1117,22,4,14.05,10
2751,1118,123,2,203.58,0
2752,1118,137,2,193.1,10
2753,1118,130,3,582.04,0
2754,1119,70,5,593.39,10
2755,1119,74,5,5.88,25
2756,1119,113,3,402.46,30
2757,1119,96,5,252.92,15
2758,1120,16,1,293.95,0
2759,1121,220,5,521.89,5
2760,1121,246,5,14.59,15
2761,1122,7,1,423.05,20
2762,1123,191,4,313.56,10
2763,1123,13,1,513.47,20
2764,1124,189,4,487.75,0
2765,1124,222,4,126.92,25
2766,1124,156,2,542.66,0
2767,1124,126,1,661.47,0
2768,1125,113,-5,307.33,0
2769,1125,82,2,328.67,150
2770,1125,195,4,593.67,30
2771,1126,164,2,92.39,20
2772,1126,68,5,744.7,0
2773,1127,159,4,456.32,25
2774,1127,67,1,237.35,10
2775,1127,215,3,334.41,25
2776,1127,126,5,552.45,0
2777,1128,149,5,124.02,15
2778,1128,182,3,760.19,15
2779,1128,179,4,405.44,30
2780,1129,8,4,67.04,25
2781,1129,154,2,752.09,20
2782,1130,185,1,425.1,5
2783,1130,187,1,492.01,10
2784,1130,59,2,558.58,20
2785,1131,136,5,523.85,20
2786,1131,4,4,252.19,10
2787,1132,5,3,755.28,0
2788,1132,23,2,439.72,0
2789,1132,215,1,391.24,0
2790,1132,89,1,602.27,5
2791,1133,62,3,659.56,25
2792,1133,196,5,343.26,25
2793,1133,107,3,774.27,15
2794,1134,125,3,854.28,15
