order_id,customer_id,order_date,status,region_code
494,129,2024-07-13 16:30:21,PLACED,SOUTH
495,499,04-10-2025,RETURNED,WEST
496,426,2023-07-30 22:05:12,CANCELLED,WEST
497,185,2025-12-16 06:02:15,DELIVERED,WEST
498,232,2025-05-07 13:55:00,DELIVERED,SOUTH
499,243,2023-01-12 13:00:36,DELIVERED,CENTRAL
500,,2025-04-28 10:33:14,DELIVERED,NORTH
501,82,2025-12-30 23:55:33,DELIVERED,SOUTH
502,287,2025-03-28 17:54:52,DELIVERED,WEST
503,484,2025-03-24 00:09:19,DELIVERED,NORTH
504,55,2025-04-17 14:43:44,DELIVERED,EAST
505,481,2023-01-17 18:02:03,DELIVERED,CENTRAL
506,302,2024-10-16 00:37:05,SHIPPED,EAST
507,578,2025-12-15 17:23:07,PLACED,EAST
508,299,2025-01-05 00:42:11,PLACED,CENTRAL
509,285,2025-01-23 01:10:11,SHIPPED,EAST
510,115,2024-03-12 11:23:34,SHIPPED,CENTRAL
511,379,2025-07-08 06:47:21,DELIVERED,SOUTH
512,541,2025-12-24 14:46:51,DELIVERED,NORTH
513,158,2023-05-12 02:42:52,DELIVERED,WEST
514,451,2024-10-03 11:48:45,SHIPPED,SOUTH
515,119,20-06-2024,SHIPPED,NORTH
516,546,2024-09-11 10:17:01,DELIVERED,SOUTH
517,446,2024-08-28 22:52:54,DELIVERED,NORTH
518,543,2024-11-28 05:14:44,PLACED,NORTH
519,443,2025-04-05 08:03:06,RETURNED,CENTRAL
520,101,2024-02-28 10:54:50,DELIVERED,EAST
521,248,2024-08-30 15:16:09,DELIVERED,CENTRAL
522,185,2025-03-18 17:13:39,DELIVERED,EAST
523,422,11-11-2025,DELIVERED,NORTH
524,291,2025-11-30 21:16:32,SHIPPED,EAST
525,223,2023-02-06 19:37:03,DELIVERED,CENTRAL
526,385,2023-07-06 09:04:15,CANCELLED,CENTRAL
527,260,2023-10-15 00:40:23,DELIVERED,EAST
528,284,2023-04-28 14:49:44,DELIVERED,WEST
529,166,2025-11-03 01:09:23,DELIVERED,NORTH
530,62,2023-04-07 21:58:12,RETURNED,EAST
531,206,2024-02-16 03:25:15,DELIVERED,CENTRAL
532,442,2025-09-29 17:21:25,DELIVERED,SOUTH
533,106,2023-06-15 01:16:34,PLACED,NORTH
534,20,2025-06-06 13:16:08,SHIPPED,WEST
535,,21-09-2025,DELIVERED,WEST
536,4,2025-12-23 11:56:58,DELIVERED,CENTRAL
537,72,2025-02-01 05:51:21,SHIPPED,CENTRAL
538,494,2024-08-20 04:21:38,DELIVERED,NORTH
539,57,2024-07-11 13:26:42,DELIVERED,NORTH
540,297,2024-06-12 06:27:35,SHIPPED,SOUTH
541,307,2023-03-03 02:22:21,CANCELLED,WEST
542,449,2025-09-06 15:06:28,SHIPPED,SOUTH
543,245,27-10-2023,DELIVERED,WEST
544,461,2025-04-19 17:14:27,PLACED,NORTH
545,416,2023-03-29 01:51:41,SHIPPED,NORTH
546,550,2025-10-12 17:17:32,DELIVERED,SOUTH
547,,2023-12-28 22:20:05,DELIVERED,SOUTH
548,47,2023-01-30 14:43:13,DELIVERED,SOUTH
549,315,22-07-2023,DELIVERED,NORTH
550,109,2023-09-23 03:45:41,DELIVERED,NORTH
551,437,2025-08-14 08:17:42,CANCELLED,EAST
552,590,2025-11-19 20:30:16,SHIPPED,CENTRAL
553,344,2023-11-28 05:51:32,SHIPPED,NORTH
554,379,2023-08-08 09:41:22,SHIPPED,CENTRAL
555,,2024-01-14 11:43:45,DELIVERED,NORTH
556,17,2025-09-09 01:55:24,PLACED,WEST
557,291,2023-01-12 05:19:48,DELIVERED,WEST
558,278,2025-01-09 11:01:52,DELIVERED,CENTRAL
559,39,2024-01-07 16:01:35,SHIPPED,CENTRAL
560,309,2025-02-15 13:09:42,DELIVERED,EAST
561,543,2025-05-16 08:57:03,DELIVERED,NORTH
562,214,2025-04-18 10:19:31,PLACED,EAST
563,486,2023-06-25 00:58:55,SHIPPED,WEST
564,373,2025-11-07 00:43:41,SHIPPED,EAST
565,465,2024-01-26 12:11:31,SHIPPED,NORTH
566,30,2023-03-23 11:43:22,DELIVERED,WEST
567,594,2023-04-21 01:50:00,DELIVERED,EAST
568,113,2025-11-17 10:53:30,SHIPPED,EAST
569,385,2024-01-04 08:24:47,PLACED,SOUTH
570,149,2025-06-27 21:49:13,RETURNED,SOUTH
571,469,2024-12-07 19:17:21,DELIVERED,SOUTH
572,583,2024-02-23 22:56:27,DELIVERED,NORTH
573,176,2023-06-22 14:27:13,SHIPPED,EAST
574,175,2024-04-03 12:25:07,RETURNED,CENTRAL
575,501,2023-12-23 19:55:20,DELIVERED,SOUTH
576,253,2024-12-19 21:03:07,DELIVERED,SOUTH
577,153,2025-06-19 04:05:48,CANCELLED,CENTRAL
578,,2024-10-10 23:39:48,DELIVERED,WEST
579,491,22-02-2025,DELIVERED,NORTH
580,417,2024-01-09 14:55:06,SHIPPED,SOUTH
581,17,2024-04-04 11:51:59,DELIVERED,WEST
582,598,2023-09-09 08:26:48,RETURNED,NORTH
583,416,2024-12-21 10:14:59,DELIVERED,SOUTH
584,2,2024-07-29 10:16:32,DELIVERED,NORTH
585,,2025-12-09 01:03:01,DELIVERED,WEST
586,213,2025-12-20 09:22:33,DELIVERED,NORTH
587,373,2024-06-05 11:36:16,SHIPPED,NORTH
588,,2024-07-21 22:12:54,SHIPPED,EAST
589,210,2025-05-18 01:13:05,RETURNED,SOUTH
590,595,2024-01-06 16:52:19,DELIVERED,SOUTH
591,516,2023-12-17 04:54:32,DELIVERED,WEST
592,514,2023-04-09 10:34:27,CANCELLED,CENTRAL
593,546,2024-12-31 08:58:43,DELIVERED,EAST
594,68,2024-07-25 21:28:19,CANCELLED,SOUTH
595,184,2024-12-12 06:47:04,RETURNED,EAST
596,152,2023-04-30 12:48:13,SHIPPED,WEST
597,301,2023-11-14 07:13:17,RETURNED,WEST
598,431,2025-04-21 02:09:29,DELIVERED,WEST
599,238,2023-02-03 08:55:05,DELIVERED,CENTRAL
600,335,2024-10-01 12:58:48,DELIVERED,WEST
601,469,2025-12-18 12:57:26,DELIVERED,EAST
602,496,2024-04-21 02:57:43,RETURNED,EAST
603,171,2023-03-15 12:10:40,RETURNED,CENTRAL
604,158,2025-04-11 14:03:09,SHIPPED,SOUTH
605,452,2023-03-05 22:14:14,DELIVERED,EAST
606,,2023-11-15 16:44:46,RETURNED,EAST
607,167,2023-08-18 19:45:36,DELIVERED,CENTRAL
608,149,2023-02-08 17:16:44,RETURNED,WEST
609,520,31-08-2023,DELIVERED,EAST
610,588,2024-04-04 03:09:31,DELIVERED,SOUTH
611,491,2024-11-17 18:53:20,SHIPPED,NORTH
612,,2025-05-05 21:16:38,CANCELLED,CENTRAL
613,200,2024-11-23 19:04:01,DELIVERED,CENTRAL
614,457,2024-03-07 17:52:33,RETURNED,NORTH
615,524,2024-09-04 17:10:41,RETURNED,NORTH
616,438,2024-07-14 21:28:26,DELIVERED,EAST
617,457,2023-01-19 22:30:20,PLACED,CENTRAL
618,454,2024-11-21 01:44:07,SHIPPED,EAST
619,89,2024-10-20 09:36:34,SHIPPED,SOUTH
620,344,2025-01-07 06:51:35,RETURNED,NORTH
621,420,2025-07-06 14:06:18,DELIVERED,EAST
622,141,2025-05-13 10:14:31,SHIPPED,SOUTH
623,310,2024-08-16 01:23:59,DELIVERED,CENTRAL
624,3,2025-05-18 19:30:32,DELIVERED,SOUTH
625,295,2025-09-22 01:37:44,SHIPPED,WEST
626,,2025-12-04 12:39:09,DELIVERED,EAST
627,493,2023-04-14 15:40:54,DELIVERED,CENTRAL
628,123,2024-02-05 15:38:20,DELIVERED,EAST
629,596,12-06-2025,SHIPPED,NORTH
630,168,2024-12-17 04:57:53,DELIVERED,NORTH
631,50,2024-10-13 16:36:56,DELIVERED,EAST
632,188,2025-09-19 13:39:10,DELIVERED,NORTH
633,309,2023-09-17 15:16:43,DELIVERED,EAST
634,361,2025-12-05 07:25:22,PLACED,SOUTH
635,422,2025-03-15 22:48:20,RETURNED,EAST
636,227,2023-09-11 06:10:01,DELIVERED,SOUTH
637,539,2025-05-17 20:10:33,DELIVERED,CENTRAL
638,472,2025-12-26 22:19:57,SHIPPED,NORTH
639,320,2023-07-23 20:41:21,SHIPPED,EAST
640,351,2024-11-17 12:38:21,DELIVERED,SOUTH
641,132,2023-02-14 16:13:59,DELIVERED,SOUTH
642,81,2024-04-22 13:45:31,DELIVERED,WEST
643,442,23-06-2023,SHIPPED,NORTH
644,61,2023-02-20 22:36:03,SHIPPED,WEST
645,11,29-01-2024,DELIVERED,NORTH
646,190,2025-07-23 20:25:51,PLACED,EAST
647,594,2023-08-15 02:45:26,DELIVERED,EAST
648,518,2025-02-16 17:00:13,PLACED,CENTRAL
649,197,2025-06-17 02:23:08,SHIPPED,EAST
650,220,14-04-2025,CANCELLED,CENTRAL
651,451,2025-01-07 10:40:36,SHIPPED,NORTH
652,527,2024-07-05 04:44:08,DELIVERED,SOUTH
653,140,2024-05-03 05:13:04,DELIVERED,WEST
654,85,2025-12-30 18:16:22,DELIVERED,EAST
655,320,2024-08-20 17:40:47,SHIPPED,WEST
656,194,2024-09-24 16:34:54,CANCELLED,NORTH
657,14,2025-01-08 22:30:58,DELIVERED,WEST
658,88,2024-09-07 17:44:08,SHIPPED,NORTH
659,173,2024-09-14 08:21:21,DELIVERED,NORTH
660,414,2023-11-06 06:28:42,SHIPPED,NORTH
661,596,2024-10-21 18:07:13,DELIVERED,CENTRAL
662,415,2025-09-27 03:45:57,DELIVERED,WEST
663,257,2023-08-17 22:30:16,DELIVERED,WEST
664,,2025-09-03 03:22:11,CANCELLED,NORTH
665,392,2025-02-12 19:48:55,DELIVERED,CENTRAL
666,79,2023-08-26 06:26:06,DELIVERED,CENTRAL
667,503,2024-12-24 22:33:11,DELIVERED,CENTRAL
668,19,2024-06-17 18:55:11,RETURNED,NORTH
669,386,2023-07-05 01:38:29,DELIVERED,WEST
670,311,2023-02-21 01:06:07,DELIVERED,SOUTH
671,113,2023-07-28 22:05:06,DELIVERED,CENTRAL
672,482,2025-10-22 09:30:48,DELIVERED,WEST
673,507,2023-08-31 19:41:41,RETURNED,CENTRAL
674,292,2025-08-16 09:10:41,PLACED,EAST
675,358,06-07-2025,PLACED,CENTRAL
676,354,2025-08-29 03:23:35,DELIVERED,EAST
677,320,2023-03-29 16:34:49,PLACED,CENTRAL
678,346,04-12-2025,PLACED,SOUTH
679,433,21-05-2024,DELIVERED,CENTRAL
680,23,2024-10-16 06:27:13,DELIVERED,EAST
681,501,2024-08-29 07:28:05,DELIVERED,NORTH
682,348,2023-11-16 20:49:06,DELIVERED,SOUTH
683,78,2024-07-18 10:05:04,SHIPPED,CENTRAL
684,412,16-02-2024,DELIVERED,SOUTH
685,345,2023-05-23 20:26:11,PLACED,EAST
686,79,2025-04-04 23:29:17,DELIVERED,EAST
687,205,2024-04-10 21:25:07,DELIVERED,WEST
688,561,2025-08-28 20:20:31,CANCELLED,SOUTH
689,591,2025-09-02 07:43:06,SHIPPED,WEST
690,445,2024-12-26 22:01:55,DELIVERED,CENTRAL
691,152,2023-04-04 00:33:00,SHIPPED,SOUTH
692,421,2025-11-30 14:04:59,CANCELLED,EAST
693,274,2023-04-11 02:01:56,DELIVERED,EAST
694,245,2024-02-03 09:01:24,SHIPPED,NORTH
695,476,2023-02-13 00:53:11,DELIVERED,WEST
696,207,2024-11-08 12:12:48,DELIVERED,SOUTH
697,564,2023-02-15 06:29:15,DELIVERED,SOUTH
698,21,2023-03-07 14:32:12,CANCELLED,NORTH
699,66,2023-05-11 09:07:12,CANCELLED,WEST
700,144,2025-11-09 09:44:59,SHIPPED,SOUTH
701,595,2025-02-16 02:37:00,DELIVERED,CENTRAL
702,321,2023-05-21 04:43:07,CANCELLED,EAST
703,434,2024-08-28 18:24:52,SHIPPED,SOUTH
704,419,2023-09-30 02:13:26,CANCELLED,EAST
705,116,2023-03-28 21:03:00,DELIVERED,EAST
706,149,2025-01-07 15:50:41,DELIVERED,EAST
707,,2024-07-25 06:18:51,PLACED,CENTRAL
708,246,2025-10-25 17:28:44,DELIVERED,EAST
709,125,2024-04-25 10:21:55,CANCELLED,CENTRAL
710,403,2024-11-18 05:58:18,DELIVERED,EAST
711,165,2024-01-01 18:36:07,DELIVERED,WEST
712,,2025-09-28 02:04:23,CANCELLED,NORTH
713,341,2025-02-02 19:36:04,CANCELLED,WEST
714,519,2023-06-05 23:01:04,DELIVERED,NORTH
715,335,2025-07-24 08:30:33,DELIVERED,WEST
716,455,2023-03-22 22:23:05,PLACED,SOUTH
717,85,2023-11-07 19:20:54,SHIPPED,NORTH
718,134,2025-03-13 03:30:56,DELIVERED,CENTRAL
719,137,2024-05-11 04:03:45,SHIPPED,EAST
720,204,2025-07-10 05:24:12,DELIVERED,NORTH
721,585,2023-10-10 13:19:22,PLACED,SOUTH
722,235,2023-02-05 16:23:13,RETURNED,NORTH
723,51,2023-11-04 23:53:59,DELIVERED,WEST
724,377,2025-07-21 16:15:48,RETURNED,SOUTH
725,465,02-07-2023,SHIPPED,WEST
726,273,2023-11-12 13:48:29,DELIVERED,EAST
727,221,2024-08-16 12:43:59,DELIVERED,EAST
728,150,2023-10-22 03:58:14,DELIVERED,NORTH
729,255,2024-02-11 16:35:29,DELIVERED,EAST
730,,2025-10-02 10:41:27,CANCELLED,SOUTH
731,393,2025-12-12 13:47:27,DELIVERED,WEST
732,54,03-02-2024,RETURNED,EAST
733,47,2025-01-01 13:37:59,DELIVERED,NORTH
734,380,2025-08-20 14:31:12,RETURNED,SOUTH
735,174,19-05-2025,DELIVERED,CENTRAL
736,325,2024-06-10 21:25:30,DELIVERED,CENTRAL
737,,2024-02-09 12:38:23,DELIVERED,SOUTH
738,290,2024-03-12 12:27:48,DELIVERED,EAST
739,169,2024-02-14 17:36:31,DELIVERED,EAST
740,451,2025-02-02 04:03:04,SHIPPED,NORTH
741,,2023-03-26 18:24:41,SHIPPED,EAST
742,507,2024-12-26 15:58:28,DELIVERED,NORTH
743,152,2025-05-21 06:10:19,DELIVERED,NORTH
744,173,2023-11-13 11:44:35,CANCELLED,CENTRAL
745,598,2025-05-24 23:23:04,DELIVERED,NORTH
746,253,2025-06-05 16:30:43,DELIVERED,WEST
747,125,25-05-2024,DELIVERED,WEST
748,84,2023-06-14 18:34:23,CANCELLED,WEST
749,276,2025-10-21 13:24:29,DELIVERED,CENTRAL
750,464,2024-05-26 17:55:32,RETURNED,EAST
751,290,2025-06-03 03:45:52,DELIVERED,EAST
752,95,2023-04-20 20:47:06,DELIVERED,WEST
753,92,2024-01-08 22:50:09,CANCELLED,NORTH
754,158,2023-09-11 02:52:08,DELIVERED,NORTH
755,135,2024-11-02 15:29:24,DELIVERED,EAST
756,398,2024-07-24 19:47:00,DELIVERED,WEST
757,378,2025-07-21 14:19:31,SHIPPED,CENTRAL
758,,2025-09-06 17:41:16,RETURNED,EAST
759,159,2025-11-16 19:30:44,DELIVERED,WEST
760,448,2025-10-02 10:18:41,RETURNED,NORTH
761,308,2025-01-11 22:38:32,DELIVERED,SOUTH
762,47,2024-04-04 00:21:13,SHIPPED,CENTRAL
763,583,2024-10-22 01:55:27,DELIVERED,EAST
764,117,2025-06-28 15:33:11,SHIPPED,WEST
765,,2023-10-11 01:12:41,CANCELLED,WEST
766,461,2024-04-07 09:06:13,CANCELLED,CENTRAL
767,192,2024-06-14 05:52:04,SHIPPED,SOUTH
768,445,2025-07-27 08:43:24,PLACED,CENTRAL
769,489,2024-09-05 12:12:03,DELIVERED,WEST
770,499,2025-10-18 17:28:13,DELIVERED,EAST
771,405,2025-08-16 01:54:49,PLACED,EAST
772,17,29-07-2023,CANCELLED,SOUTH
773,248,2023-11-22 00:38:25,CANCELLED,WEST
774,475,2025-04-16 15:48:44,DELIVERED,SOUTH
775,456,2023-02-03 21:23:25,DELIVERED,WEST
776,584,2024-11-29 07:10:53,PLACED,WEST
777,443,2023-01-13 05:34:28,CANCELLED,WEST
778,298,2025-06-17 22:03:20,DELIVERED,NORTH
779,500,2025-01-25 03:09:26,DELIVERED,SOUTH
780,567,31-03-2025,DELIVERED,NORTH
781,507,2025-10-04 02:23:11,RETURNED,CENTRAL
782,166,2024-06-22 16:18:11,DELIVERED,EAST
783,225,2024-12-29 22:33:05,RETURNED,CENTRAL
784,480,2024-06-10 20:32:24,CANCELLED,SOUTH
785,369,2024-08-29 10:05:39,DELIVERED,WEST
786,89,2023-09-09 16:45:28,SHIPPED,WEST
787,426,2023-11-06 21:18:39,DELIVERED,WEST
788,368,2023-11-22 08:13:33,DELIVERED,EAST
789,516,2023-09-04 09:14:25,CANCELLED,NORTH
790,124,2024-06-08 15:39:51,SHIPPED,CENTRAL
791,48,2024-02-05 12:18:21,DELIVERED,CENTRAL
792,107,2023-08-23 20:20:17,RETURNED,NORTH
793,114,2024-11-11 03:21:45,DELIVERED,NORTH
794,576,2025-08-05 01:37:02,DELIVERED,NORTH
795,371,2023-09-17 11:56:14,DELIVERED,SOUTH
796,102,2024-11-16 20:58:50,DELIVERED,SOUTH
797,207,2024-06-03 19:04:21,RETURNED,WEST
798,350,2023-01-11 05:36:09,DELIVERED,EAST
799,425,2023-05-13 09:44:55,DELIVERED,EAST
800,432,2024-01-17 07:05:13,SHIPPED,SOUTH
801,470,2024-10-28 03:40:28,DELIVERED,CENTRAL
802,11,2024-07-15 23:55:33,RETURNED,CENTRAL
803,169,2023-05-12 16:45:39,PLACED,WEST
804,589,2023-02-27 14:57:16,RETURNED,NORTH
805,430,2025-10-22 20:03:57,CANCELLED,WEST
806,322,2025-12-24 15:21:34,PLACED,EAST
807,151,2024-03-10 14:58:55,DELIVERED,WEST
808,453,2023-11-15 15:56:01,CANCELLED,EAST
809,309,2025-10-04 19:24:51,PLACED,NORTH
810,130,2024-06-03 14:48:00,RETURNED,CENTRAL
811,320,2024-03-17 01:35:52,DELIVERED,CENTRAL
812,,2025-09-14 12:04:24,DELIVERED,CENTRAL
813,433,2024-01-10 21:47:56,SHIPPED,CENTRAL
814,520,2023-04-04 02:56:20,SHIPPED,EAST
815,587,2025-10-08 05:38:16,DELIVERED,NORTH
816,580,2024-01-02 18:20:46,CANCELLED,CENTRAL
817,587,2023-12-30 06:06:31,DELIVERED,SOUTH
818,529,2025-03-18 06:34:36,SHIPPED,CENTRAL
819,436,2024-07-15 05:01:47,PLACED,WEST
820,220,2023-04-07 14:44:53,PLACED,WEST
821,532,2025-11-17 09:46:10,CANCELLED,WEST
822,451,2025-06-26 16:25:25,DELIVERED,WEST
823,131,2024-10-09 15:59:30,DELIVERED,WEST
824,542,2023-07-20 23:49:45,DELIVERED,NORTH
825,573,2024-12-08 11:44:58,RETURNED,EAST
826,124,2023-07-04 11:55:10,DELIVERED,EAST
827,313,2023-03-04 13:49:37,DELIVERED,EAST
828,432,24-01-2025,RETURNED,NORTH
829,501,2024-04-19 01:20:13,SHIPPED,NORTH
830,,25-06-2024,DELIVERED,WEST
831,387,2025-05-28 21:12:35,CANCELLED,WEST
832,472,2025-07-29 22:29:41,DELIVERED,WEST
833,420,2023-08-20 10:28:24,SHIPPED,WEST
834,,2024-09-06 05:28:24,DELIVERED,WEST
835,26,2025-09-30 09:30:49,DELIVERED,CENTRAL
836,573,2024-04-24 18:41:27,SHIPPED,NORTH
837,584,2025-08-19 02:57:32,SHIPPED,CENTRAL
838,,2025-01-09 04:26:25,SHIPPED,CENTRAL
839,594,2023-01-30 11:23:11,PLACED,WEST
840,47,2025-04-08 19:57:25,CANCELLED,WEST
841,25,2023-02-06 03:19:00,DELIVERED,CENTRAL
842,555,2024-02-04 12:16:59,DELIVERED,SOUTH
843,315,2023-10-11 18:23:28,DELIVERED,WEST
844,28,2023-04-02 12:27:47,DELIVERED,NORTH
845,332,2023-06-03 09:27:04,DELIVERED,EAST
846,243,07-07-2023,DELIVERED,WEST
847,63,2025-02-22 14:11:14,DELIVERED,EAST
848,,24-09-2024,RETURNED,SOUTH
849,104,2023-01-29 22:18:34,DELIVERED,SOUTH
850,417,2025-10-09 03:34:42,PLACED,WEST
851,146,2025-09-14 16:18:16,DELIVERED,EAST
852,434,2023-09-19 06:30:55,DELIVERED,CENTRAL
853,297,2023-01-02 13:19:19,PLACED,SOUTH
854,390,2025-01-19 01:12:24,CANCELLED,EAST
855,47,2023-11-27 12:02:56,DELIVERED,SOUTH
856,126,24-05-2025,DELIVERED,SOUTH
857,517,2024-03-10 02:57:37,CANCELLED,EAST
858,464,2024-06-16 06:22:05,SHIPPED,EAST
859,337,2024-05-14 15:32:35,RETURNED,NORTH
860,,2023-07-27 17:39:25,PLACED,WEST
861,501,2023-01-15 21:06:59,DELIVERED,WEST
862,456,2025-10-05 08:06:01,DELIVERED,NORTH
863,182,2024-08-07 16:19:51,SHIPPED,NORTH
864,227,2024-07-29 12:31:09,DELIVERED,NORTH
865,93,2025-11-23 04:54:18,DELIVERED,CENTRAL
866,372,2023-12-10 12:58:59,DELIVERED,NORTH
867,201,2025-12-29 16:48:02,SHIPPED,WEST
868,566,2024-03-06 20:15:58,DELIVERED,SOUTH
869,180,2025-05-28 19:05:14,DELIVERED,NORTH
870,234,2023-04-12 01:12:52,DELIVERED,CENTRAL
871,546,2024-03-02 03:41:17,DELIVERED,CENTRAL
872,,2025-05-20 02:38:13,DELIVERED,WEST
873,443,06-10-2025,DELIVERED,WEST
874,530,2025-11-22 14:42:18,CANCELLED,NORTH
875,546,15-12-2023,DELIVERED,WEST
876,586,2024-08-31 17:33:29,RETURNED,NORTH
877,77,2023-12-17 12:01:17,SHIPPED,SOUTH
878,100,2024-05-26 10:23:02,DELIVERED,NORTH
879,343,2023-02-07 07:39:43,SHIPPED,EAST
880,56,2025-01-05 16:12:45,DELIVERED,EAST
881,450,2024-01-03 18:26:36,DELIVERED,NORTH
882,35,2025-06-18 08:14:29,DELIVERED,WEST
883,453,13-12-2025,DELIVERED,NORTH
884,58,2025-08-30 17:52:36,PLACED,CENTRAL
885,421,2024-08-15 13:41:28,CANCELLED,SOUTH
886,476,2025-10-21 20:17:40,CANCELLED,WEST
887,27,2025-08-19 22:35:18,DELIVERED,WEST
888,70,2025-07-02 03:16:13,DELIVERED,CENTRAL
889,522,2023-10-28 18:28:23,DELIVERED,EAST
890,249,2025-01-17 19:52:00,DELIVERED,SOUTH
891,526,2023-04-04 23:16:29,DELIVERED,EAST
892,317,2025-04-20 15:17:58,DELIVERED,CENTRAL
893,149,2024-07-26 22:58:43,SHIPPED,NORTH
894,201,2025-05-19 01:48:16,DELIVERED,SOUTH
895,488,2023-11-09 15:33:45,DELIVERED,WEST
896,344,2024-05-29 09:59:47,DELIVERED,CENTRAL
897,44,2024-05-25 11:48:22,SHIPPED,WEST
898,478,2023-01-06 17:50:12,SHIPPED,CENTRAL
899,340,2025-01-16 19:31:03,SHIPPED,WEST
900,,2023-10-14 05:07:59,PLACED,NORTH
901,451,2023-02-16 15:08:12,DELIVERED,SOUTH
902,,13-07-2024,DELIVERED,SOUTH
903,348,2023-12-07 02:51:45,SHIPPED,CENTRAL
904,104,01-11-2023,CANCELLED,NORTH
905,114,2023-08-02 04:48:35,RETURNED,EAST
906,382,2024-04-18 21:55:21,RETURNED,SOUTH
907,67,2025-08-26 02:43:15,SHIPPED,NORTH
908,388,2023-07-23 04:22:44,DELIVERED,EAST
909,48,2024-10-29 06:25:04,DELIVERED,CENTRAL
910,254,2025-04-11 19:42:24,DELIVERED,NORTH
911,599,2024-03-11 01:53:22,SHIPPED,WEST
912,67,2023-05-07 11:05:56,DELIVERED,SOUTH
913,532,2025-09-29 02:00:39,SHIPPED,WEST
914,507,2024-08-03 19:12:32,DELIVERED,WEST
915,38,2024-09-14 20:21:10,SHIPPED,SOUTH
916,224,2023-11-12 08:24:25,DELIVERED,EAST
917,384,2024-08-08 18:40:18,DELIVERED,EAST
918,532,2023-07-28 16:11:49,SHIPPED,EAST
919,437,2023-03-05 21:55:09,DELIVERED,WEST
920,280,2024-09-27 06:51:52,PLACED,WEST
921,368,2024-11-17 03:20:26,DELIVERED,NORTH
922,284,2025-02-18 11:09:07,PLACED,SOUTH
923,342,2023-04-21 20:04:17,DELIVERED,SOUTH
924,282,2024-01-24 09:33:25,DELIVERED,SOUTH
925,557,2023-08-03 03:59:03,PLACED,EAST
926,414,2024-04-10 05:12:20,CANCELLED,WEST
927,153,14-10-2025,SHIPPED,WEST
928,566,2023-11-23 00:42:28,DELIVERED,WEST
929,193,2024-12-17 18:16:52,DELIVERED,WEST
930,572,2025-12-20 05:08:11,DELIVERED,NORTH
931,10,2025-06-16 03:04:31,CANCELLED,WEST
932,414,2024-07-04 22:46:27,DELIVERED,CENTRAL
933,143,30-06-2025,RETURNED,SOUTH
934,588,2024-05-28 00:37:55,RETURNED,WEST
935,396,2023-11-14 05:17:59,DELIVERED,SOUTH
936,312,2024-05-25 20:05:40,SHIPPED,NORTH
937,,2025-11-14 09:33:23,DELIVERED,CENTRAL
938,396,2023-10-18 00:23:10,SHIPPED,EAST
939,59,2024-03-28 05:12:02,DELIVERED,EAST
940,401,2023-09-24 22:07:37,RETURNED,SOUTH
941,71,2023-07-20 14:36:04,RETURNED,WEST
942,443,2023-11-17 18:07:15,SHIPPED,WEST
943,515,2025-06-12 08:57:38,DELIVERED,WEST
944,409,2023-01-12 13:30:23,CANCELLED,CENTRAL
945,503,2025-03-27 21:21:05,DELIVERED,WEST
946,468,2023-03-02 17:11:11,DELIVERED,EAST
947,180,2024-04-07 01:41:32,SHIPPED,WEST
948,188,2025-08-17 14:53:11,PLACED,CENTRAL
949,162,2025-12-21 07:21:51,CANCELLED,EAST
950,223,2025-04-15 08:18:31,DELIVERED,WEST
951,108,2025-05-08 18:46:07,DELIVERED,CENTRAL
952,213,2024-05-21 10:39:02,PLACED,CENTRAL
953,473,11-02-2023,DELIVERED,WEST
954,11,2024-09-12 08:32:33,SHIPPED,EAST
955,497,2023-08-01 00:21:52,PLACED,WEST
956,449,2025-05-01 22:53:52,DELIVERED,SOUTH
957,19,2024-03-09 15:09:49,SHIPPED,CENTRAL
958,173,2024-04-01 22:30:27,DELIVERED,NORTH
959,367,2023-01-18 09:57:43,SHIPPED,SOUTH
960,453,2023-02-23 12:11:48,CANCELLED,NORTH
961,106,2025-03-23 06:10:22,DELIVERED,WEST
962,,20-11-2024,DELIVERED,WEST
963,94,2024-01-23 21:28:57,DELIVERED,NORTH
964,65,2023-01-23 14:50:05,RETURNED,SOUTH
965,172,2023-05-31 01:37:42,PLACED,SOUTH
966,576,2025-03-07 03:23:19,DELIVERED,SOUTH
967,238,2025-04-21 12:08:19,SHIPPED,SOUTH
968,324,2024-05-17 08:01:35,DELIVERED,NORTH
969,286,2024-12-13 16:24:23,DELIVERED,CENTRAL
970,512,2023-04-15 14:17:29,DELIVERED,NORTH
971,333,2025-06-03 05:30:10,DELIVERED,WEST
972,326,2025-12-13 15:47:02,PLACED,WEST
973,392,2023-01-28 09:59:41,DELIVERED,CENTRAL
974,14,2023-12-28 01:26:59,PLACED,SOUTH
975,250,2023-07-12 17:08:56,PLACED,CENTRAL
976,156,2023-08-02 16:26:24,SHIPPED,WEST
977,455,2023-02-28 21:15:53,SHIPPED,EAST
978,534,2024-05-08 06:41:57,DELIVERED,WEST
979,340,2024-03-24 02:23:08,SHIPPED,EAST
980,255,17-04-2025,DELIVERED,SOUTH
981,7,2024-08-15 14:49:33,CANCELLED,NORTH
982,145,2023-04-19 17:13:36,SHIPPED,SOUTH
983,210,2023-09-27 19:06:14,DELIVERED,SOUTH
984,203,2024-10-24 03:22:19,DELIVERED,SOUTH
985,460,2025-07-30 03:46:16,DELIVERED,SOUTH
986,408,2025-01-17 11:20:39,SHIPPED,WEST
